FIR_ID,Crime_Type,Area,Latitude,Longitude,Date,Time,Severity,Status,Victim_Age,Victim_Gender,Day_of_Week,Hour
FIR01305,4,12,12.974212,77.567288,2024-08-26,1900-01-01 13:22:15,2,2,63,1,1,13
FIR01306,4,6,13.040113,77.599767,2025-09-21,1900-01-01 08:14:55,2,1,56,2,3,8
FIR01307,7,7,12.979638,77.638072,2025-01-22,1900-01-01 21:09:50,0,2,40,2,6,21
FIR01308,7,6,13.037462,77.597292,2025-02-14,1900-01-01 15:45:50,0,1,44,1,0,15
FIR01309,0,14,12.962698,77.701518,2025-04-11,1900-01-01 01:41:04,2,0,54,2,0,1
FIR01310,3,12,12.982607,77.573095,2025-08-27,1900-01-01 13:21:29,2,1,35,0,6,13
FIR01311,0,2,12.944359,77.573889,2024-07-27,1900-01-01 12:51:40,2,1,53,2,2,12
FIR01312,8,4,12.842466,77.677932,2024-11-15,1900-01-01 23:28:30,1,1,51,1,0,23
FIR01313,2,8,12.928285,77.5944,2025-05-17,1900-01-01 20:52:57,2,2,40,1,2,20
FIR01314,1,11,12.972003,77.609586,2024-08-27,1900-01-01 15:20:24,2,2,25,2,5,15
FIR01315,0,11,12.974871,77.603412,2025-12-21,1900-01-01 19:51:16,2,2,28,1,3,19
FIR01316,9,10,12.934495,77.623579,2025-07-14,1900-01-01 19:29:13,1,1,32,2,1,19
FIR01317,4,10,12.937073,77.625415,2026-06-27,1900-01-01 01:53:32,2,0,70,2,2,1
FIR01318,4,16,12.988205,77.599934,2025-12-11,1900-01-01 00:57:23,2,2,37,0,4,0
FIR01319,3,12,12.975434,77.575677,2025-01-07,1900-01-01 17:22:27,2,2,37,1,5,17
FIR01320,9,8,12.927723,77.596415,2025-10-14,1900-01-01 06:18:58,1,1,62,2,5,6
FIR01321,7,9,13.00879,77.700428,2025-03-19,1900-01-01 03:58:10,0,0,27,2,6,3
FIR01322,3,4,12.835467,77.678707,2025-07-29,1900-01-01 21:23:28,2,1,67,2,5,21
FIR01323,4,17,12.964856,77.754197,2026-04-22,1900-01-01 01:05:51,2,2,20,0,6,1
FIR01324,7,1,12.91717,77.570292,2024-09-13,1900-01-01 22:40:18,0,1,64,1,0,22
FIR01325,7,6,13.032613,77.594789,2025-04-01,1900-01-01 19:23:33,0,2,55,1,5,19
FIR01326,5,0,12.912542,77.611642,2025-09-19,1900-01-01 12:44:44,0,2,62,1,0,12
FIR01327,5,10,12.931569,77.620194,2026-04-02,1900-01-01 02:12:01,0,2,59,1,4,2
FIR01328,2,10,12.939977,77.626935,2025-10-19,1900-01-01 12:31:08,2,1,53,0,3,12
FIR01329,2,0,12.920366,77.61045,2024-09-22,1900-01-01 23:03:24,2,0,29,2,3,23
FIR01330,2,6,13.032137,77.595011,2024-10-26,1900-01-01 20:48:38,2,2,42,1,2,20
FIR01331,4,7,12.982442,77.640234,2024-08-01,1900-01-01 04:34:00,2,0,64,0,4,4
FIR01332,0,16,12.983993,77.600721,2024-10-19,1900-01-01 12:22:45,2,2,32,2,2,12
FIR01333,8,6,13.03589,77.593145,2024-07-29,1900-01-01 22:17:24,1,0,24,2,1,22
FIR01334,9,6,13.040205,77.592702,2025-02-17,1900-01-01 10:52:26,1,1,36,1,1,10
FIR01335,8,14,12.96017,77.694784,2025-05-29,1900-01-01 17:16:01,1,1,34,2,4,17
FIR01336,0,18,13.097569,77.59796,2024-12-15,1900-01-01 23:23:51,2,2,65,2,3,23
FIR01337,6,10,12.935027,77.628232,2024-09-05,1900-01-01 21:23:59,0,1,35,1,4,21
FIR01338,8,11,12.979962,77.609966,2025-08-14,1900-01-01 04:42:48,1,2,20,2,4,4
FIR01339,8,16,12.981251,77.608052,2025-06-04,1900-01-01 13:15:23,1,2,63,0,6,13
FIR01340,4,12,12.981709,77.569018,2025-05-24,1900-01-01 14:52:37,2,0,67,0,2,14
FIR01341,3,11,12.973482,77.603499,2026-05-28,1900-01-01 08:48:00,2,0,70,1,4,8
FIR01342,8,12,12.97302,77.567239,2026-05-06,1900-01-01 16:48:49,1,1,44,2,6,16
FIR01343,4,13,12.998937,77.567871,2025-01-08,1900-01-01 22:28:08,2,0,59,0,6,22
FIR01344,8,18,13.101112,77.598084,2025-03-22,1900-01-01 05:05:11,1,2,36,0,2,5
FIR01345,4,9,13.009763,77.698909,2025-03-23,1900-01-01 12:30:22,2,1,55,2,3,12
FIR01346,4,13,13.002488,77.566761,2026-06-20,1900-01-01 17:55:13,2,2,58,0,2,17
FIR01347,7,0,12.914569,77.608768,2026-02-02,1900-01-01 16:36:11,0,0,62,0,1,16
FIR01348,3,13,12.999235,77.569916,2025-02-28,1900-01-01 08:25:20,2,0,37,0,0,8
FIR01349,7,18,13.10548,77.597785,2025-01-23,1900-01-01 08:53:46,0,2,57,0,4,8
FIR01350,9,17,12.969477,77.747542,2025-07-21,1900-01-01 18:23:47,1,2,25,1,1,18
FIR01351,2,16,12.989193,77.606732,2025-10-15,1900-01-01 04:53:46,2,0,67,0,6,4
FIR01352,7,2,12.939768,77.575229,2026-04-28,1900-01-01 21:30:53,0,1,65,1,5,21
FIR01353,7,4,12.843365,77.678716,2026-05-25,1900-01-01 00:37:41,0,0,43,2,1,0
FIR01354,5,1,12.919639,77.572196,2024-08-26,1900-01-01 14:47:27,0,2,33,1,1,14
FIR01355,5,8,12.92982,77.594746,2025-07-29,1900-01-01 11:51:58,0,0,26,0,5,11
FIR01356,9,5,12.913026,77.642617,2024-12-08,1900-01-01 11:28:20,1,2,57,2,3,11
FIR01357,6,10,12.933607,77.621543,2024-09-26,1900-01-01 08:59:13,0,2,51,2,4,8
FIR01358,4,15,12.989076,77.556093,2025-01-18,1900-01-01 11:22:04,2,2,70,2,2,11
FIR01359,5,1,12.914251,77.57799,2025-01-02,1900-01-01 15:04:30,0,1,47,2,4,15
FIR01360,3,6,13.032077,77.601505,2025-09-14,1900-01-01 00:40:42,2,2,66,0,3,0
FIR01361,6,2,12.946417,77.567344,2025-06-20,1900-01-01 08:24:27,0,1,53,0,0,8
FIR01362,9,1,12.919338,77.570037,2025-11-04,1900-01-01 06:55:38,1,1,62,2,5,6
FIR01363,1,10,12.937387,77.629104,2025-03-31,1900-01-01 12:50:59,2,0,23,2,1,12
FIR01364,9,18,13.101003,77.592356,2026-02-16,1900-01-01 23:13:16,1,1,62,0,1,23
FIR01365,4,15,12.989859,77.550089,2025-05-05,1900-01-01 17:18:17,2,1,53,0,1,17
FIR01366,5,5,12.91049,77.643102,2025-10-17,1900-01-01 17:55:50,0,2,57,2,0,17
FIR01367,0,4,12.835974,77.680957,2025-09-25,1900-01-01 18:53:29,2,2,43,2,4,18
FIR01368,7,3,12.92756,77.678874,2026-06-20,1900-01-01 05:10:24,0,1,57,1,2,5
FIR01369,4,12,12.972906,77.575146,2025-10-08,1900-01-01 21:44:15,2,0,45,2,6,21
FIR01370,5,13,13.002156,77.56777,2026-05-23,1900-01-01 16:26:02,0,2,29,1,2,16
FIR01371,8,16,12.98962,77.602949,2025-12-31,1900-01-01 16:19:44,1,0,39,2,6,16
FIR01372,4,7,12.980652,77.639522,2025-05-08,1900-01-01 13:15:10,2,0,42,1,4,13
FIR01373,2,8,12.927136,77.592734,2024-11-27,1900-01-01 19:55:33,2,2,67,1,6,19
FIR01374,7,10,12.931051,77.625885,2025-07-09,1900-01-01 19:55:21,0,0,53,1,6,19
FIR01375,4,14,12.962799,77.700032,2026-04-09,1900-01-01 01:32:36,2,2,28,0,4,1
FIR01376,3,4,12.843587,77.676811,2024-09-14,1900-01-01 19:48:17,2,0,37,0,2,19
FIR01377,0,13,13.007297,77.571515,2025-01-02,1900-01-01 22:22:55,2,1,55,1,4,22
FIR01378,0,6,13.034221,77.598825,2024-08-22,1900-01-01 05:16:49,2,2,29,0,4,5
FIR01379,5,7,12.975877,77.638974,2024-10-06,1900-01-01 10:53:17,0,0,67,0,3,10
FIR01380,8,17,12.965922,77.751204,2025-03-02,1900-01-01 08:09:51,1,2,39,2,3,8
FIR01381,4,4,12.844455,77.680802,2025-09-02,1900-01-01 12:42:44,2,2,23,1,5,12
FIR01382,8,12,12.981702,77.567409,2026-05-23,1900-01-01 01:24:15,1,2,26,1,2,1
FIR01383,5,12,12.980521,77.573489,2026-06-11,1900-01-01 20:48:52,0,2,53,2,4,20
FIR01384,7,16,12.988247,77.605588,2025-03-04,1900-01-01 20:03:22,0,2,29,2,5,20
FIR01385,8,3,12.929003,77.678452,2025-03-03,1900-01-01 04:44:02,1,0,61,1,1,4
FIR01386,8,11,12.974187,77.609863,2025-01-26,1900-01-01 05:35:34,1,0,24,0,3,5
FIR01387,3,10,12.93915,77.627118,2025-04-25,1900-01-01 05:25:42,2,1,51,0,0,5
FIR01388,0,3,12.929233,77.672261,2024-10-19,1900-01-01 12:53:00,2,2,61,0,2,12
FIR01389,2,7,12.976585,77.642823,2026-05-26,1900-01-01 07:44:46,2,1,47,1,5,7
FIR01390,8,11,12.97108,77.605886,2025-08-23,1900-01-01 18:07:12,1,0,49,0,2,18
FIR01391,3,13,13.003955,77.565805,2025-12-04,1900-01-01 02:23:25,2,2,45,1,4,2
FIR01392,6,4,12.840089,77.68121,2024-08-21,1900-01-01 02:03:55,0,0,20,1,6,2
FIR01393,9,4,12.844893,77.673067,2024-08-05,1900-01-01 03:05:05,1,2,63,0,1,3
FIR01394,2,0,12.918186,77.613616,2025-06-04,1900-01-01 00:51:10,2,0,55,1,6,0
FIR01395,0,16,12.985729,77.605034,2025-06-06,1900-01-01 05:45:24,2,1,68,1,0,5
FIR01396,5,1,12.918861,77.576517,2025-05-14,1900-01-01 03:32:22,0,2,43,1,6,3
FIR01397,0,1,12.922715,77.574832,2025-10-05,1900-01-01 19:24:51,2,1,23,2,3,19
FIR01398,1,17,12.969875,77.747644,2025-12-22,1900-01-01 02:35:49,2,1,31,0,1,2
FIR01399,4,10,12.931874,77.627709,2026-04-15,1900-01-01 04:35:04,2,0,54,0,6,4
FIR01400,7,14,12.96238,77.701493,2025-07-11,1900-01-01 18:25:42,0,1,28,0,0,18
FIR01401,8,13,13.003318,77.573498,2026-04-01,1900-01-01 02:21:41,1,2,50,1,6,2
FIR01402,0,3,12.928137,77.672865,2025-07-08,1900-01-01 18:32:01,2,1,62,2,5,18
FIR01403,0,3,12.923385,77.680939,2025-05-02,1900-01-01 12:00:48,2,2,61,1,0,12
FIR01404,2,6,13.03516,77.60048,2025-02-28,1900-01-01 08:25:04,2,2,24,1,0,8
FIR01405,7,0,12.916764,77.607898,2025-10-09,1900-01-01 07:05:25,0,1,70,2,4,7
FIR01406,9,8,12.927666,77.590881,2026-03-13,1900-01-01 01:14:02,1,0,42,2,0,1
FIR01407,1,10,12.935905,77.626632,2025-08-13,1900-01-01 18:30:01,2,0,58,1,6,18
FIR01408,2,15,12.988334,77.55317,2026-01-12,1900-01-01 10:21:11,2,1,22,1,1,10
FIR01409,5,12,12.977872,77.567485,2025-04-11,1900-01-01 12:56:06,0,2,26,2,0,12
FIR01410,9,3,12.926598,77.673975,2025-08-31,1900-01-01 13:40:39,1,0,18,1,3,13
FIR01411,8,4,12.840345,77.678341,2025-12-12,1900-01-01 12:53:48,1,0,63,1,0,12
FIR01412,3,3,12.924666,77.679153,2024-08-05,1900-01-01 20:35:33,2,1,62,2,1,20
FIR01413,7,18,13.102355,77.596469,2026-06-25,1900-01-01 10:23:37,0,2,50,0,4,10
FIR01414,9,12,12.976746,77.56931,2025-02-07,1900-01-01 13:44:35,1,0,68,2,0,13
FIR01415,0,6,13.034228,77.594119,2026-01-12,1900-01-01 19:53:46,2,0,38,1,1,19
FIR01416,4,2,12.937719,77.573967,2025-02-15,1900-01-01 05:47:19,2,0,27,2,2,5
FIR01417,2,10,12.936786,77.621126,2025-11-23,1900-01-01 18:08:05,2,0,29,1,3,18
FIR01418,4,9,13.011274,77.696518,2026-07-23,1900-01-01 22:18:50,2,2,34,1,4,22
FIR01419,6,9,13.008237,77.693182,2025-05-05,1900-01-01 09:49:46,0,0,36,0,1,9
FIR01420,6,18,13.097487,77.598888,2024-08-23,1900-01-01 01:17:35,0,0,66,2,0,1
FIR01421,1,11,12.974148,77.607619,2025-09-30,1900-01-01 15:17:45,2,0,40,0,5,15
FIR01422,0,12,12.973175,77.569546,2025-11-21,1900-01-01 05:04:46,2,2,63,0,0,5
FIR01423,1,15,12.991942,77.551176,2025-04-07,1900-01-01 19:40:48,2,0,18,0,1,19
FIR01424,6,12,12.979922,77.56685,2026-07-17,1900-01-01 17:46:09,0,1,45,2,0,17
FIR01425,1,10,12.933965,77.629261,2025-08-24,1900-01-01 22:14:37,2,2,18,0,3,22
FIR01426,8,11,12.971037,77.609557,2026-07-10,1900-01-01 07:32:38,1,2,24,2,0,7
FIR01427,0,16,12.986016,77.605839,2025-08-18,1900-01-01 11:26:55,2,1,32,1,1,11
FIR01428,0,7,12.981157,77.643622,2025-11-10,1900-01-01 08:23:47,2,2,59,0,1,8
FIR01429,4,5,12.91061,77.648866,2025-09-23,1900-01-01 05:54:37,2,0,52,0,5,5
FIR01430,0,14,12.954255,77.702199,2026-03-04,1900-01-01 00:42:39,2,0,47,0,6,0
FIR01431,6,10,12.931838,77.623863,2025-02-05,1900-01-01 01:14:47,0,2,69,1,6,1
FIR01432,4,14,12.95562,77.699899,2024-09-10,1900-01-01 05:02:15,2,0,45,1,5,5
FIR01433,3,11,12.980509,77.60001,2026-04-12,1900-01-01 23:59:53,2,0,35,1,3,23
FIR01434,3,16,12.990566,77.606607,2025-07-09,1900-01-01 22:45:04,2,1,24,0,6,22
FIR01435,2,3,12.931714,77.678655,2025-05-09,1900-01-01 12:23:56,2,0,29,0,0,12
FIR01436,1,3,12.931086,77.679403,2026-07-16,1900-01-01 14:54:04,2,1,61,1,4,14
FIR01437,7,3,12.928124,77.674189,2026-06-07,1900-01-01 20:17:51,0,1,40,1,3,20
FIR01438,1,18,13.104647,77.599931,2025-12-20,1900-01-01 20:45:39,2,0,41,1,2,20
FIR01439,0,16,12.989414,77.60356,2025-05-02,1900-01-01 06:32:46,2,1,63,2,0,6
FIR01440,7,6,13.034286,77.593474,2025-11-07,1900-01-01 13:17:58,0,0,58,0,0,13
FIR01441,4,2,12.936961,77.567332,2025-07-22,1900-01-01 12:58:41,2,0,39,0,5,12
FIR01442,3,5,12.910561,77.648969,2025-11-30,1900-01-01 14:57:41,2,2,41,2,3,14
FIR01443,5,5,12.911539,77.652065,2024-08-16,1900-01-01 13:48:35,0,0,26,0,0,13
FIR01444,0,16,12.985929,77.606286,2024-08-24,1900-01-01 17:08:24,2,2,66,2,2,17
FIR01445,6,4,12.835768,77.677324,2026-06-08,1900-01-01 21:05:57,0,2,48,0,1,21
FIR01446,2,1,12.917634,77.574111,2025-08-16,1900-01-01 19:41:02,2,1,50,0,2,19
FIR01447,2,6,13.037452,77.60102,2026-05-15,1900-01-01 06:05:01,2,2,51,2,0,6
FIR01448,4,12,12.981915,77.573012,2024-10-10,1900-01-01 10:38:40,2,2,23,2,4,10
FIR01449,7,9,13.004624,77.699861,2025-09-16,1900-01-01 21:43:53,0,1,50,1,5,21
FIR01450,3,2,12.936812,77.569256,2026-01-16,1900-01-01 11:41:25,2,2,39,1,0,11
FIR01451,6,12,12.975412,77.570831,2024-12-20,1900-01-01 02:44:44,0,2,36,0,0,2
FIR01452,9,4,12.842664,77.680839,2026-02-27,1900-01-01 13:45:31,1,0,64,1,0,13
FIR01453,9,12,12.978656,77.567198,2026-02-01,1900-01-01 17:55:18,1,0,29,1,3,17
FIR01454,7,5,12.914365,77.64413,2025-09-16,1900-01-01 22:41:03,0,2,57,1,5,22
FIR01455,2,11,12.977664,77.608755,2026-01-04,1900-01-01 14:24:54,2,0,69,1,3,14
FIR01456,8,7,12.977664,77.636841,2025-01-15,1900-01-01 16:30:13,1,2,58,1,6,16
FIR01457,7,2,12.94413,77.56971,2026-04-28,1900-01-01 04:06:35,0,0,38,2,5,4
FIR01458,6,3,12.92359,77.680892,2026-02-05,1900-01-01 16:06:54,0,1,19,0,4,16
FIR01459,0,1,12.917923,77.571977,2026-05-25,1900-01-01 19:47:40,2,2,67,0,1,19
FIR01460,4,6,13.039024,77.599758,2025-06-05,1900-01-01 14:39:53,2,1,69,1,4,14
FIR01461,8,0,12.915172,77.609417,2024-10-17,1900-01-01 10:30:14,1,2,37,0,4,10
FIR01462,9,10,12.936359,77.621073,2026-06-07,1900-01-01 09:46:24,1,2,32,0,3,9
FIR01463,8,9,13.012587,77.694301,2025-02-02,1900-01-01 06:21:07,1,2,57,0,3,6
FIR01464,2,8,12.922762,77.588961,2025-05-03,1900-01-01 19:56:47,2,1,47,0,2,19
FIR01465,2,4,12.84367,77.679891,2026-07-04,1900-01-01 13:53:56,2,0,47,0,2,13
FIR01466,7,7,12.973886,77.645788,2024-12-11,1900-01-01 04:46:44,0,2,49,2,6,4
FIR01467,2,18,13.102168,77.596097,2026-01-15,1900-01-01 14:29:28,2,0,57,0,4,14
FIR01468,5,18,13.099899,77.594424,2025-10-19,1900-01-01 06:55:13,0,2,23,0,3,6
FIR01469,6,17,12.965117,77.752918,2025-02-25,1900-01-01 16:17:04,0,2,23,1,5,16
FIR01470,7,11,12.978433,77.607457,2026-07-21,1900-01-01 15:26:00,0,0,56,2,5,15
FIR01471,4,3,12.931,77.674882,2024-09-21,1900-01-01 07:07:31,2,2,45,1,2,7
FIR01472,2,14,12.963992,77.69704,2025-11-26,1900-01-01 08:20:03,2,1,42,2,6,8
FIR01473,1,4,12.841481,77.681264,2025-10-07,1900-01-01 19:46:18,2,2,66,2,5,19
FIR01474,1,6,13.038766,77.596748,2026-05-27,1900-01-01 11:45:55,2,2,21,2,6,11
FIR01475,6,9,13.00961,77.692147,2024-08-26,1900-01-01 10:00:40,0,1,51,0,1,10
FIR01476,9,12,12.97429,77.572802,2024-12-14,1900-01-01 08:51:56,1,2,19,0,2,8
FIR01477,6,15,12.995488,77.550771,2024-11-03,1900-01-01 07:18:51,0,2,22,0,3,7
FIR01478,5,15,12.995515,77.554019,2025-10-10,1900-01-01 06:06:51,0,2,58,1,0,6
FIR01479,6,5,12.908828,77.64508,2025-10-11,1900-01-01 05:24:17,0,0,63,2,2,5
FIR01480,9,18,13.103082,77.594891,2025-06-13,1900-01-01 16:02:39,1,1,34,1,0,16
FIR01481,4,4,12.838806,77.673764,2025-03-20,1900-01-01 12:23:02,2,2,23,0,4,12
FIR01482,0,9,13.00855,77.695076,2024-08-20,1900-01-01 21:03:00,2,0,48,2,5,21
FIR01483,3,16,12.981446,77.605227,2026-05-10,1900-01-01 19:33:04,2,0,33,0,3,19
FIR01484,2,13,13.007924,77.567522,2026-01-21,1900-01-01 02:51:04,2,0,45,0,6,2
FIR01485,8,4,12.84428,77.672733,2024-10-21,1900-01-01 18:52:47,1,1,67,2,1,18
FIR01486,9,3,12.929442,77.673821,2025-09-22,1900-01-01 19:52:05,1,1,39,1,1,19
FIR01487,9,6,13.034736,77.601282,2025-12-26,1900-01-01 14:12:11,1,1,47,0,0,14
FIR01488,5,10,12.936479,77.620367,2026-03-28,1900-01-01 06:53:48,0,2,34,0,2,6
FIR01489,3,16,12.988493,77.602359,2025-08-15,1900-01-01 22:38:38,2,2,37,1,0,22
FIR01490,4,10,12.938962,77.62056,2026-07-09,1900-01-01 06:23:01,2,2,44,0,4,6
FIR01491,1,9,13.004744,77.692469,2026-04-14,1900-01-01 16:40:20,2,1,20,2,5,16
FIR01492,9,1,12.919194,77.575001,2026-07-02,1900-01-01 23:11:31,1,2,28,0,4,23
FIR01493,3,15,12.989511,77.555933,2024-09-23,1900-01-01 15:12:29,2,1,23,0,1,15
FIR01494,9,10,12.936738,77.626822,2025-11-02,1900-01-01 22:05:51,1,1,43,2,3,22
FIR01495,2,12,12.982431,77.568671,2025-11-14,1900-01-01 22:33:10,2,1,24,0,0,22
FIR01496,1,12,12.974509,77.57402,2026-02-22,1900-01-01 13:15:48,2,1,63,1,3,13
FIR01497,7,2,12.941337,77.567653,2025-06-13,1900-01-01 06:11:38,0,0,52,2,0,6
FIR01498,6,12,12.977276,77.575853,2024-08-06,1900-01-01 11:39:36,0,2,67,1,5,11
FIR01499,4,16,12.984391,77.600606,2025-03-04,1900-01-01 01:42:58,2,1,42,0,5,1
FIR01500,7,14,12.954757,77.692648,2025-12-13,1900-01-01 20:15:59,0,1,27,2,2,20
FIR01501,3,15,12.987529,77.55931,2025-06-11,1900-01-01 09:39:08,2,0,36,0,6,9
FIR01502,1,10,12.933715,77.626681,2025-12-07,1900-01-01 01:29:53,2,2,43,2,3,1
FIR01503,2,15,12.988375,77.549976,2024-10-04,1900-01-01 10:15:55,2,1,45,2,0,10
FIR01504,2,12,12.978251,77.571149,2025-11-05,1900-01-01 09:20:56,2,1,64,1,6,9
FIR01505,2,16,12.986684,77.607076,2024-12-17,1900-01-01 02:14:08,2,0,59,2,5,2
FIR01506,3,14,12.958069,77.701103,2025-12-12,1900-01-01 23:36:39,2,0,69,1,0,23
FIR01507,7,1,12.917397,77.572047,2025-09-20,1900-01-01 15:07:08,0,2,44,1,2,15
FIR01508,6,14,12.959975,77.699721,2025-01-26,1900-01-01 03:40:34,0,0,66,0,3,3
FIR01509,9,17,12.965515,77.75032,2025-06-24,1900-01-01 22:35:15,1,1,28,1,5,22
FIR01510,7,1,12.920213,77.570446,2025-12-29,1900-01-01 17:06:48,0,0,55,0,1,17
FIR01511,1,16,12.982617,77.60267,2025-11-08,1900-01-01 15:25:24,2,2,41,1,2,15
FIR01512,4,0,12.920566,77.606558,2025-02-12,1900-01-01 19:33:22,2,1,53,1,6,19
FIR01513,8,11,12.974862,77.604538,2025-10-09,1900-01-01 11:17:50,1,0,54,1,4,11
FIR01514,0,0,12.920693,77.613966,2025-10-30,1900-01-01 10:03:59,2,0,39,2,4,10
FIR01515,7,10,12.935574,77.622832,2025-08-06,1900-01-01 14:28:10,0,1,48,1,6,14
FIR01516,8,7,12.974913,77.642638,2026-07-01,1900-01-01 08:25:28,1,2,55,1,6,8
FIR01517,7,9,13.005975,77.696324,2024-12-04,1900-01-01 14:50:29,0,1,49,2,6,14
FIR01518,2,4,12.841811,77.68073,2025-12-18,1900-01-01 05:10:43,2,0,24,0,4,5
FIR01519,5,18,13.10094,77.594574,2025-01-16,1900-01-01 07:21:22,0,2,27,2,4,7
FIR01520,4,6,13.038664,77.592395,2025-02-13,1900-01-01 05:31:24,2,2,30,2,4,5
FIR01521,1,12,12.979738,77.570363,2026-05-11,1900-01-01 22:23:42,2,2,52,2,1,22
FIR01522,6,10,12.935237,77.626027,2026-01-01,1900-01-01 15:57:27,0,0,18,0,4,15
FIR01523,0,17,12.964884,77.752827,2025-12-19,1900-01-01 23:55:15,2,0,42,0,0,23
FIR01524,0,0,12.918828,77.610027,2025-03-27,1900-01-01 07:33:16,2,1,45,2,4,7
FIR01525,3,12,12.973513,77.569496,2026-04-27,1900-01-01 05:11:33,2,0,41,1,1,5
FIR01526,1,18,13.105362,77.594338,2025-09-26,1900-01-01 03:32:21,2,0,31,0,0,3
FIR01527,6,16,12.988062,77.606487,2025-06-02,1900-01-01 03:19:43,0,0,42,0,1,3
FIR01528,1,6,13.040557,77.597045,2025-11-22,1900-01-01 07:50:27,2,2,48,1,2,7
FIR01529,5,3,12.923243,77.676829,2025-10-12,1900-01-01 16:53:13,0,1,54,2,3,16
FIR01530,2,5,12.907343,77.647749,2025-12-16,1900-01-01 15:06:59,2,1,43,0,5,15
FIR01531,9,5,12.912911,77.647965,2026-02-01,1900-01-01 06:54:43,1,2,39,2,3,6
FIR01532,4,13,13.005614,77.57263,2025-10-26,1900-01-01 20:32:43,2,0,35,2,3,20
FIR01533,4,11,12.97504,77.602339,2026-04-14,1900-01-01 19:56:29,2,1,21,2,5,19
FIR01534,8,3,12.926798,77.6746,2025-06-28,1900-01-01 06:31:25,1,2,29,0,2,6
FIR01535,9,0,12.914441,77.613034,2025-01-05,1900-01-01 19:54:41,1,0,32,0,3,19
FIR01536,4,0,12.914723,77.613286,2025-12-16,1900-01-01 16:50:32,2,2,51,1,5,16
FIR01537,4,12,12.974071,77.572914,2025-04-23,1900-01-01 00:43:37,2,2,62,0,6,0
FIR01538,1,10,12.930972,77.628561,2026-01-18,1900-01-01 17:26:24,2,2,51,2,3,17
FIR01539,3,2,12.938372,77.570794,2026-05-23,1900-01-01 09:29:02,2,2,58,0,2,9
FIR01540,6,18,13.098019,77.599361,2026-03-06,1900-01-01 04:47:53,0,2,52,0,0,4
FIR01541,8,3,12.924482,77.678157,2025-05-18,1900-01-01 00:36:26,1,0,55,1,3,0
FIR01542,2,13,13.004121,77.570665,2026-07-02,1900-01-01 04:50:51,2,0,50,1,4,4
FIR01543,3,4,12.839486,77.679273,2025-04-02,1900-01-01 00:02:44,2,0,29,0,6,0
FIR01544,7,1,12.919391,77.576938,2026-03-10,1900-01-01 00:08:33,0,1,50,1,5,0
FIR01545,3,16,12.98587,77.608249,2024-11-18,1900-01-01 08:13:49,2,0,70,1,1,8
FIR01546,3,7,12.975809,77.63716,2026-03-17,1900-01-01 02:35:44,2,1,70,1,5,2
FIR01547,3,10,12.936872,77.624222,2026-05-05,1900-01-01 11:53:56,2,0,23,0,5,11
FIR01548,6,16,12.987611,77.603093,2026-02-09,1900-01-01 23:37:17,0,1,61,2,1,23
FIR01549,6,3,12.931376,77.678244,2026-03-06,1900-01-01 16:10:52,0,2,61,2,0,16
FIR01550,9,7,12.976819,77.637756,2024-09-21,1900-01-01 04:53:34,1,1,35,1,2,4
FIR01551,4,16,12.981682,77.609226,2025-09-25,1900-01-01 02:45:31,2,0,40,2,4,2
FIR01552,2,12,12.97964,77.571284,2025-04-09,1900-01-01 11:09:40,2,0,49,0,6,11
FIR01553,1,15,12.987502,77.55219,2025-02-22,1900-01-01 03:27:59,2,0,39,0,2,3
FIR01554,0,10,12.936818,77.622404,2025-01-23,1900-01-01 03:34:00,2,0,70,2,4,3
FIR01555,1,15,12.988896,77.5555,2025-07-26,1900-01-01 19:32:02,2,1,58,0,2,19
FIR01556,8,9,13.006128,77.698069,2025-03-08,1900-01-01 18:31:44,1,0,69,1,2,18
FIR01557,9,18,13.096592,77.593516,2024-12-08,1900-01-01 13:08:23,1,2,34,2,3,13
FIR01558,3,8,12.927017,77.598194,2024-12-25,1900-01-01 06:09:50,2,0,29,0,6,6
FIR01559,1,18,13.105524,77.593593,2026-07-08,1900-01-01 17:14:06,2,2,43,0,6,17
FIR01560,7,7,12.97584,77.645314,2025-10-29,1900-01-01 20:38:12,0,0,65,0,6,20
FIR01561,5,7,12.97793,77.645672,2026-01-14,1900-01-01 08:09:17,0,0,28,0,6,8
FIR01562,3,4,12.835973,77.676268,2026-07-06,1900-01-01 16:10:55,2,0,36,0,1,16
FIR01563,7,14,12.96177,77.697847,2026-06-08,1900-01-01 09:54:22,0,0,50,2,1,9
FIR01564,8,3,12.930594,77.672059,2026-07-09,1900-01-01 22:14:25,1,1,69,0,4,22
FIR01565,0,18,13.104366,77.59291,2024-09-21,1900-01-01 03:31:42,2,0,26,0,2,3
FIR01566,4,14,12.961267,77.698085,2025-05-02,1900-01-01 11:06:51,2,1,22,2,0,11
FIR01567,0,12,12.981765,77.567621,2025-11-01,1900-01-01 21:50:30,2,0,37,0,2,21
FIR01568,5,17,12.965276,77.754784,2024-07-26,1900-01-01 22:56:01,0,2,19,1,0,22
FIR01569,1,3,12.926487,77.679037,2026-07-04,1900-01-01 22:07:22,2,1,44,0,2,22
FIR01570,8,3,12.924462,77.679071,2025-06-05,1900-01-01 23:27:07,1,1,39,0,4,23
FIR01571,1,17,12.966026,77.749327,2026-02-08,1900-01-01 20:13:31,2,1,36,1,3,20
