FIR_ID,Crime_Type,Area,Latitude,Longitude,Date,Time,Severity,Status,Victim_Age,Victim_Gender
FIR00946,Robbery,Hebbal,13.036742,77.593775,2025-02-19,17:08:25,High,Under Investigation,70,Other
FIR00947,Vehicle Theft,HSR Layout,12.912525,77.646903,2025-06-13,23:23:51,Low,Closed,56,Male
FIR00948,Drug Offense,Hebbal,13.031472,77.595754,2025-07-11,09:52:10,Medium,Open,35,Other
FIR00949,Theft,Whitefield,12.974276,77.75174,2026-07-22,08:13:43,Low,Under Investigation,30,Other
FIR00950,Domestic Violence,Marathahalli,12.962768,77.695446,2026-07-09,13:53:01,Medium,Under Investigation,40,Other
FIR00951,Kidnapping,Yelahanka,13.095828,77.59738,2025-11-21,02:37:44,High,Open,51,Male
FIR00952,Cyber Crime,BTM Layout,12.919779,77.6145,2025-02-12,13:06:00,Medium,Closed,48,Other
FIR00953,Cyber Crime,Koramangala,12.931229,77.620563,2025-10-19,13:51:19,Medium,Closed,25,Other
FIR00954,Robbery,Electronic City,12.836957,77.674185,2024-12-14,14:23:46,High,Under Investigation,29,Female
FIR00955,Theft,Malleshwaram,13.004774,77.568281,2025-09-14,14:22:55,Low,Closed,53,Male
FIR00956,Kidnapping,Banashankari,12.919139,77.571906,2024-12-21,13:43:19,High,Open,32,Male
FIR00957,Cyber Crime,BTM Layout,12.91467,77.609444,2025-08-20,20:48:21,Medium,Under Investigation,42,Female
FIR00958,Kidnapping,BTM Layout,12.920776,77.608603,2025-06-25,19:03:48,High,Under Investigation,49,Female
FIR00959,Drug Offense,Electronic City,12.844895,77.67589,2024-11-08,21:56:06,Medium,Under Investigation,58,Male
FIR00960,Kidnapping,Rajajinagar,12.992304,77.554317,2025-04-02,12:04:25,High,Closed,29,Female
FIR00961,Murder,Indiranagar,12.97364,77.645011,2025-05-01,03:16:59,High,Under Investigation,39,Male
FIR00962,Vehicle Theft,BTM Layout,12.918261,77.607869,2025-11-16,06:09:40,Low,Open,37,Male
FIR00963,Fraud,MG Road,12.97101,77.602434,2026-01-05,16:59:35,Medium,Open,31,Other
FIR00964,Drug Offense,MG Road,12.972834,77.605546,2024-09-10,23:14:14,Medium,Closed,66,Female
FIR00965,Domestic Violence,MG Road,12.975147,77.602668,2025-05-15,00:41:14,Medium,Open,24,Other
FIR00966,Drug Offense,Jayanagar,12.922312,77.598719,2026-06-19,23:37:13,Medium,Open,34,Male
FIR00967,Fraud,BTM Layout,12.91805,77.606711,2025-12-27,00:25:37,Medium,Open,22,Female
FIR00968,Domestic Violence,Bellandur,12.928418,77.677861,2025-05-09,18:26:49,Medium,Closed,69,Other
FIR00969,Drug Offense,Jayanagar,12.925253,77.597473,2025-11-28,23:53:38,Medium,Closed,32,Other
FIR00970,Assault,MG Road,12.97391,77.600861,2025-02-26,02:03:20,Medium,Closed,43,Female
FIR00971,Robbery,Electronic City,12.840809,77.679765,2026-01-06,17:30:13,High,Under Investigation,20,Male
FIR00972,Cyber Crime,Banashankari,12.921325,77.576314,2024-08-20,16:18:03,Medium,Under Investigation,46,Female
FIR00973,Domestic Violence,Rajajinagar,12.989878,77.559039,2026-03-31,11:37:23,Medium,Under Investigation,29,Female
FIR00974,Robbery,Electronic City,12.844056,77.675643,2025-04-15,04:15:31,High,Under Investigation,45,Male
FIR00975,Fraud,Hebbal,13.031773,77.598262,2025-01-23,10:40:53,Medium,Open,52,Other
FIR00976,Kidnapping,Hebbal,13.032841,77.59699,2024-08-25,00:09:46,High,Closed,63,Female
FIR00977,Domestic Violence,Indiranagar,12.97967,77.636307,2026-03-20,05:32:55,Medium,Open,56,Male
FIR00978,Murder,Whitefield,12.969896,77.753805,2025-05-17,13:44:53,High,Closed,25,Female
FIR00979,Fraud,Marathahalli,12.959514,77.69502,2025-04-20,07:24:54,Medium,Open,51,Female
FIR00980,Domestic Violence,Malleshwaram,13.003361,77.573282,2026-06-11,04:29:38,Medium,Closed,67,Other
FIR00981,Murder,Rajajinagar,12.993699,77.550196,2026-02-14,16:09:56,High,Closed,45,Male
FIR00982,Kidnapping,HSR Layout,12.909941,77.650527,2025-12-11,19:06:56,High,Closed,61,Other
FIR00983,Murder,Jayanagar,12.92411,77.596483,2026-07-06,01:30:47,High,Open,70,Male
FIR00984,Vehicle Theft,Hebbal,13.034807,77.594032,2026-03-11,19:39:58,Low,Open,48,Other
FIR00985,Fraud,Whitefield,12.966378,77.754195,2025-12-01,00:59:49,Medium,Open,30,Male
FIR00986,Fraud,Hebbal,13.033352,77.600654,2025-08-27,11:15:11,Medium,Closed,62,Male
FIR00987,Assault,Koramangala,12.93388,77.619799,2024-09-12,14:41:38,Medium,Closed,49,Female
FIR00988,Murder,Yelahanka,13.097969,77.598134,2024-10-02,21:16:05,High,Under Investigation,24,Female
FIR00989,Vehicle Theft,Malleshwaram,13.000445,77.570511,2026-05-08,17:45:57,Low,Under Investigation,60,Female
FIR00990,Fraud,Marathahalli,12.959182,77.695191,2025-10-08,16:33:50,Medium,Under Investigation,41,Female
FIR00991,Fraud,Bellandur,12.924705,77.676923,2026-05-19,20:56:31,Medium,Under Investigation,24,Female
FIR00992,Theft,Indiranagar,12.98291,77.644234,2024-11-23,23:25:07,Low,Under Investigation,38,Female
FIR00993,Cyber Crime,Indiranagar,12.974919,77.636771,2026-03-15,18:18:36,Medium,Closed,38,Male
FIR00994,Domestic Violence,BTM Layout,12.915873,77.606919,2026-06-09,14:09:32,Medium,Under Investigation,67,Female
FIR00995,Robbery,Banashankari,12.919562,77.572371,2025-10-24,04:22:25,High,Under Investigation,47,Other
FIR00996,Fraud,Jayanagar,12.922313,77.594627,2025-02-08,15:49:00,Medium,Under Investigation,67,Other
FIR00997,Theft,Bellandur,12.931292,77.673197,2026-04-16,03:49:41,Low,Closed,46,Male
FIR00998,Theft,HSR Layout,12.908601,77.649873,2024-07-26,14:30:07,Low,Closed,21,Other
FIR00999,Murder,Banashankari,12.917818,77.569017,2025-02-01,21:54:35,High,Open,55,Female
FIR01000,Theft,Bellandur,12.924685,77.678527,2026-01-11,03:05:23,Low,Closed,62,Male
FIR01001,Assault,MG Road,12.980378,77.605349,2025-06-23,07:52:58,Medium,Open,41,Female
FIR01002,Fraud,Rajajinagar,12.987111,77.559321,2025-11-27,09:48:49,Medium,Closed,28,Female
FIR01003,Assault,Hebbal,13.033255,77.600235,2025-06-13,23:28:58,Medium,Closed,32,Male
FIR01004,Robbery,Koramangala,12.932759,77.622235,2025-10-21,02:51:13,High,Closed,34,Male
FIR01005,Domestic Violence,Hebbal,13.035146,77.595007,2024-08-15,11:21:56,Medium,Under Investigation,49,Female
FIR01006,Murder,Malleshwaram,13.001543,77.573783,2026-02-16,08:37:21,High,Under Investigation,47,Male
FIR01007,Fraud,Yelahanka,13.100371,77.593834,2026-04-07,14:44:30,Medium,Closed,29,Female
FIR01008,Vehicle Theft,Indiranagar,12.976149,77.636606,2026-05-05,17:38:27,Low,Under Investigation,24,Female
FIR01009,Fraud,Indiranagar,12.97592,77.643764,2024-08-25,21:38:35,Medium,Closed,57,Male
FIR01010,Assault,Jayanagar,12.920368,77.595788,2025-02-21,02:37:45,Medium,Open,52,Female
FIR01011,Fraud,Whitefield,12.965825,77.747433,2026-04-03,12:08:45,Medium,Open,63,Other
FIR01012,Kidnapping,Koramangala,12.933061,77.619524,2026-04-24,20:57:54,High,Open,67,Other
FIR01013,Fraud,Electronic City,12.84315,77.677933,2026-04-13,10:40:49,Medium,Closed,23,Female
FIR01014,Cyber Crime,BTM Layout,12.918681,77.611206,2026-03-24,03:19:23,Medium,Under Investigation,35,Male
FIR01015,Kidnapping,Jayanagar,12.926594,77.59725,2025-01-03,22:58:27,High,Under Investigation,36,Female
FIR01016,Assault,Marathahalli,12.9621,77.701599,2025-06-04,07:03:22,Medium,Open,55,Other
FIR01017,Assault,BTM Layout,12.912049,77.614795,2026-07-18,21:40:28,Medium,Under Investigation,37,Other
FIR01018,Theft,Koramangala,12.93348,77.628341,2025-06-24,04:53:38,Low,Closed,61,Female
FIR01019,Fraud,HSR Layout,12.907469,77.648219,2025-05-01,12:42:18,Medium,Open,53,Female
FIR01020,Murder,Rajajinagar,12.986609,77.555001,2024-09-15,21:22:23,High,Closed,68,Other
FIR01021,Cyber Crime,Banashankari,12.918466,77.568778,2025-05-22,10:21:00,Medium,Closed,24,Female
FIR01022,Assault,BTM Layout,12.916352,77.61362,2024-12-25,19:47:36,Medium,Under Investigation,50,Female
FIR01023,Fraud,Bellandur,12.929627,77.671503,2025-12-02,03:50:07,Medium,Under Investigation,49,Other
FIR01024,Robbery,Whitefield,12.971738,77.746538,2025-02-27,12:19:19,High,Under Investigation,48,Other
FIR01025,Murder,Koramangala,12.930247,77.622312,2026-01-05,09:06:37,High,Under Investigation,69,Other
FIR01026,Robbery,Hebbal,13.031035,77.595952,2025-04-27,09:12:54,High,Closed,68,Male
FIR01027,Kidnapping,Indiranagar,12.978969,77.636893,2024-09-12,22:47:33,High,Under Investigation,47,Male
FIR01028,Robbery,Indiranagar,12.979181,77.639599,2026-01-09,17:01:50,High,Open,46,Other
FIR01029,Cyber Crime,Koramangala,12.934636,77.619834,2025-12-20,23:53:41,Medium,Under Investigation,37,Female
FIR01030,Theft,Banashankari,12.921909,77.577522,2025-01-06,05:28:36,Low,Closed,65,Other
FIR01031,Assault,Banashankari,12.915948,77.570073,2025-02-18,07:47:16,Medium,Under Investigation,29,Other
FIR01032,Drug Offense,Electronic City,12.840918,77.674759,2026-07-18,02:54:47,Medium,Closed,59,Male
FIR01033,Kidnapping,Indiranagar,12.974001,77.645747,2024-10-03,06:37:19,High,Open,51,Other
FIR01034,Murder,Electronic City,12.83946,77.673764,2025-02-05,16:08:49,High,Under Investigation,23,Male
FIR01035,Theft,MG Road,12.975905,77.604875,2025-08-04,11:43:55,Low,Open,20,Female
FIR01036,Murder,MG Road,12.977374,77.609242,2026-01-07,16:29:12,High,Under Investigation,30,Male
FIR01037,Murder,Hebbal,13.036973,77.599285,2025-12-03,13:32:32,High,Closed,58,Other
FIR01038,Theft,Electronic City,12.839979,77.677353,2025-12-25,00:33:58,Low,Closed,29,Male
FIR01039,Cyber Crime,Bellandur,12.925243,77.673847,2025-01-24,04:14:22,Medium,Closed,30,Female
FIR01040,Domestic Violence,HSR Layout,12.913682,77.649575,2025-07-14,11:34:28,Medium,Under Investigation,30,Male
FIR01041,Drug Offense,Hebbal,13.030802,77.592781,2025-07-07,23:34:46,Medium,Closed,34,Male
FIR01042,Drug Offense,Electronic City,12.835533,77.673676,2026-07-12,09:33:24,Medium,Open,21,Female
FIR01043,Vehicle Theft,Yelahanka,13.097901,77.59565,2025-05-23,12:45:26,Low,Closed,34,Other
FIR01044,Domestic Violence,Electronic City,12.838931,77.673647,2026-04-01,14:11:01,Medium,Under Investigation,40,Other
FIR01045,Drug Offense,Electronic City,12.838376,77.673497,2024-12-15,19:48:21,Medium,Under Investigation,65,Female
FIR01046,Murder,Yelahanka,13.102497,77.599572,2026-06-05,17:09:09,High,Open,36,Female
FIR01047,Murder,MG Road,12.979796,77.601517,2026-01-05,04:57:27,High,Under Investigation,69,Female
FIR01048,Assault,Electronic City,12.844452,77.677716,2025-08-28,11:27:05,Medium,Closed,23,Male
FIR01049,Drug Offense,Hebbal,13.038611,77.59374,2025-12-09,19:40:48,Medium,Open,29,Other
FIR01050,Domestic Violence,Yelahanka,13.105614,77.59896,2026-01-18,19:18:29,Medium,Closed,41,Other
FIR01051,Drug Offense,Banashankari,12.92175,77.575412,2025-02-16,11:32:34,Medium,Under Investigation,42,Female
FIR01052,Theft,Malleshwaram,13.001902,77.56948,2024-11-28,17:04:41,Low,Under Investigation,55,Other
FIR01053,Kidnapping,Bellandur,12.928347,77.676724,2025-01-11,18:27:46,High,Closed,41,Other
FIR01054,Drug Offense,Koramangala,12.933948,77.621835,2026-03-07,20:24:27,Medium,Closed,45,Female
FIR01055,Fraud,Yelahanka,13.103414,77.597488,2024-09-16,02:21:02,Medium,Closed,40,Male
FIR01056,Theft,Electronic City,12.838676,77.676512,2026-02-24,02:11:53,Low,Closed,60,Female
FIR01057,Theft,Electronic City,12.842557,77.672597,2025-07-26,04:59:43,Low,Under Investigation,23,Male
FIR01058,Drug Offense,HSR Layout,12.915795,77.647571,2024-11-30,02:37:56,Medium,Under Investigation,59,Female
FIR01059,Robbery,Banashankari,12.921106,77.577456,2025-05-03,20:48:06,High,Under Investigation,57,Female
FIR01060,Cyber Crime,Marathahalli,12.960324,77.697901,2026-03-05,05:29:03,Medium,Under Investigation,67,Other
FIR01061,Cyber Crime,BTM Layout,12.917869,77.608576,2025-12-12,00:35:04,Medium,Under Investigation,62,Female
FIR01062,Domestic Violence,Jayanagar,12.923003,77.595973,2024-08-12,14:11:37,Medium,Open,66,Female
FIR01063,Murder,Marathahalli,12.959139,77.693281,2025-11-10,12:38:23,High,Under Investigation,66,Male
FIR01064,Fraud,Marathahalli,12.962444,77.69869,2025-06-08,09:04:02,Medium,Under Investigation,31,Other
FIR01065,Kidnapping,Whitefield,12.968725,77.750894,2025-10-07,03:58:58,High,Under Investigation,29,Male
FIR01066,Drug Offense,Bellandur,12.932561,77.675286,2024-11-22,13:50:51,Medium,Closed,66,Male
FIR01067,Cyber Crime,Banashankari,12.914909,77.573808,2025-08-16,21:15:01,Medium,Under Investigation,28,Other
FIR01068,Assault,Hebbal,13.036027,77.592009,2025-12-30,10:12:00,Medium,Under Investigation,70,Male
FIR01069,Robbery,BTM Layout,12.919832,77.610501,2025-04-26,08:51:25,High,Under Investigation,30,Male
FIR01070,Murder,Indiranagar,12.977373,77.638859,2026-05-15,00:08:22,High,Open,26,Other
FIR01071,Vehicle Theft,Marathahalli,12.961898,77.700459,2025-11-30,09:14:24,Low,Under Investigation,47,Female
FIR01072,Theft,HSR Layout,12.915686,77.643832,2025-07-25,03:36:09,Low,Under Investigation,41,Other
FIR01073,Cyber Crime,Indiranagar,12.981801,77.644647,2025-05-31,02:36:15,Medium,Under Investigation,37,Other
FIR01074,Robbery,MG Road,12.976478,77.600377,2025-09-21,18:43:30,High,Under Investigation,41,Male
FIR01075,Kidnapping,Koramangala,12.932389,77.627137,2026-01-16,07:03:57,High,Open,56,Female
FIR01076,Robbery,Rajajinagar,12.995935,77.551032,2024-08-23,10:36:19,High,Closed,26,Male
FIR01077,Drug Offense,Hebbal,13.039497,77.60036,2024-08-08,08:52:43,Medium,Open,19,Other
FIR01078,Fraud,Rajajinagar,12.99536,77.555899,2025-04-22,02:02:14,Medium,Open,30,Female
FIR01079,Assault,Malleshwaram,13.004647,77.568373,2025-10-25,10:06:01,Medium,Closed,32,Male
FIR01080,Vehicle Theft,Yelahanka,13.098661,77.596768,2025-06-05,13:19:44,Low,Under Investigation,57,Male
FIR01081,Kidnapping,Whitefield,12.970487,77.746681,2025-01-04,11:02:35,High,Closed,55,Male
FIR01082,Drug Offense,Whitefield,12.969388,77.748264,2026-02-28,19:10:14,Medium,Closed,65,Other
FIR01083,Cyber Crime,Hebbal,13.032243,77.600288,2026-07-04,06:21:49,Medium,Closed,42,Male
FIR01084,Fraud,HSR Layout,12.910546,77.647,2025-12-07,19:07:25,Medium,Closed,44,Female
FIR01085,Assault,Rajajinagar,12.988042,77.55603,2026-06-11,15:14:41,Medium,Under Investigation,68,Female
FIR01086,Theft,HSR Layout,12.909552,77.648656,2026-03-15,03:25:38,Low,Closed,70,Female
FIR01087,Domestic Violence,Yelahanka,13.095841,77.599862,2025-04-30,05:14:34,Medium,Under Investigation,53,Other
FIR01088,Fraud,Banashankari,12.915399,77.570897,2024-08-13,06:07:31,Medium,Closed,36,Other
FIR01089,Vehicle Theft,HSR Layout,12.911857,77.645143,2026-06-26,18:58:30,Low,Closed,41,Male
FIR01090,Theft,Whitefield,12.974473,77.7494,2024-11-17,15:16:52,Low,Under Investigation,37,Female
FIR01091,Drug Offense,Whitefield,12.965379,77.748457,2025-01-04,06:49:50,Medium,Closed,54,Female
FIR01092,Assault,Whitefield,12.97157,77.74712,2026-06-01,21:19:47,Medium,Closed,20,Female
FIR01093,Fraud,Rajajinagar,12.988049,77.550634,2026-06-18,20:58:10,Medium,Closed,40,Female
FIR01094,Domestic Violence,Indiranagar,12.976004,77.643027,2025-01-27,11:10:13,Medium,Open,29,Other
FIR01095,Vehicle Theft,Indiranagar,12.979399,77.638956,2026-04-22,03:00:44,Low,Open,29,Other
FIR01096,Kidnapping,Malleshwaram,13.003015,77.571798,2024-11-26,22:58:10,High,Closed,43,Female
FIR01097,Theft,Jayanagar,12.929287,77.596218,2026-05-04,13:48:49,Low,Closed,65,Male
FIR01098,Cyber Crime,Indiranagar,12.983317,77.636854,2024-08-18,10:54:33,Medium,Under Investigation,36,Male
FIR01099,Murder,Jayanagar,12.92762,77.590955,2025-03-01,17:38:37,High,Open,57,Female
FIR01100,Kidnapping,Banashankari,12.923298,77.569359,2026-01-30,09:42:44,High,Under Investigation,67,Other
FIR01101,Robbery,Malleshwaram,12.998849,77.572671,2024-12-24,06:56:55,High,Open,34,Female
FIR01102,Robbery,BTM Layout,12.919506,77.615058,2026-04-11,03:02:05,High,Under Investigation,22,Other
FIR01103,Kidnapping,Electronic City,12.837592,77.676799,2026-03-22,07:20:34,High,Under Investigation,34,Male
FIR01104,Drug Offense,Hebbal,13.032507,77.597626,2026-04-05,15:14:28,Medium,Under Investigation,54,Male
FIR01105,Fraud,Whitefield,12.966414,77.754363,2024-09-30,12:11:56,Medium,Open,35,Other
FIR01106,Vehicle Theft,Marathahalli,12.958607,77.696196,2025-10-12,10:55:14,Low,Open,20,Other
FIR01107,Vehicle Theft,Marathahalli,12.961227,77.693174,2024-10-11,03:58:36,Low,Open,42,Female
FIR01108,Domestic Violence,Malleshwaram,12.999565,77.565764,2025-11-26,19:45:31,Medium,Closed,41,Male
FIR01109,Murder,HSR Layout,12.91511,77.645109,2026-06-16,20:43:20,High,Under Investigation,62,Male
FIR01110,Vehicle Theft,Marathahalli,12.961432,77.694417,2025-03-16,16:15:10,Low,Open,61,Male
FIR01111,Fraud,Electronic City,12.836035,77.67529,2026-06-05,09:44:03,Medium,Open,37,Female
FIR01112,Cyber Crime,Hebbal,13.035821,77.594284,2024-08-24,12:54:42,Medium,Open,32,Female
FIR01113,Vehicle Theft,Marathahalli,12.963403,77.699236,2025-05-02,11:14:23,Low,Closed,60,Other
FIR01114,Murder,BTM Layout,12.917965,77.610083,2024-09-05,12:29:15,High,Under Investigation,34,Male
FIR01115,Kidnapping,Whitefield,12.970916,77.747427,2026-04-30,06:07:10,High,Closed,48,Other
FIR01116,Murder,HSR Layout,12.908661,77.6493,2026-07-16,17:06:13,High,Under Investigation,27,Other
FIR01117,Cyber Crime,Bellandur,12.930931,77.675333,2024-12-20,10:17:15,Medium,Under Investigation,20,Female
FIR01118,Kidnapping,Whitefield,12.973375,77.745449,2026-04-11,00:21:42,High,Open,53,Female
FIR01119,Drug Offense,Indiranagar,12.979846,77.643234,2025-03-01,05:02:59,Medium,Closed,65,Male
FIR01120,Kidnapping,Malleshwaram,13.003974,77.571585,2025-06-16,16:29:00,High,Closed,21,Female
FIR01121,Murder,Marathahalli,12.959321,77.695368,2025-03-04,23:50:05,High,Closed,41,Other
FIR01122,Kidnapping,Indiranagar,12.977514,77.640987,2025-01-02,02:15:25,High,Closed,57,Other
FIR01123,Vehicle Theft,Electronic City,12.838354,77.675519,2025-10-25,21:38:56,Low,Closed,42,Female
FIR01124,Theft,Jayanagar,12.923279,77.589178,2025-02-19,14:55:40,Low,Closed,34,Male
FIR01125,Domestic Violence,Banashankari,12.92219,77.572546,2026-02-21,00:41:57,Medium,Closed,70,Female
FIR01126,Murder,Indiranagar,12.973776,77.636569,2025-06-22,04:35:25,High,Closed,24,Female
FIR01127,Cyber Crime,Koramangala,12.933673,77.622431,2026-03-03,04:37:37,Medium,Under Investigation,49,Other
FIR01128,Domestic Violence,BTM Layout,12.914772,77.613653,2024-09-04,21:08:15,Medium,Under Investigation,26,Female
FIR01129,Vehicle Theft,Koramangala,12.938151,77.622756,2024-11-15,22:37:09,Low,Under Investigation,68,Male
FIR01130,Cyber Crime,Whitefield,12.974383,77.748479,2026-04-28,20:26:27,Medium,Under Investigation,45,Other
FIR01131,Fraud,HSR Layout,12.915541,77.648246,2025-01-30,04:35:32,Medium,Closed,53,Male
FIR01132,Vehicle Theft,Jayanagar,12.925233,77.589859,2026-07-15,10:48:20,Low,Under Investigation,65,Male
FIR01133,Drug Offense,Electronic City,12.841399,77.673416,2025-11-25,10:01:14,Medium,Open,18,Male
FIR01134,Drug Offense,Indiranagar,12.982404,77.640004,2026-02-26,18:48:16,Medium,Under Investigation,59,Male
FIR01135,Domestic Violence,HSR Layout,12.908583,77.646331,2026-06-10,02:28:02,Medium,Under Investigation,56,Female
FIR01136,Kidnapping,Whitefield,12.965597,77.745562,2025-08-25,13:52:16,High,Closed,19,Female
FIR01137,Cyber Crime,MG Road,12.97747,77.602257,2025-10-27,08:03:07,Medium,Under Investigation,23,Female
FIR01138,Murder,Banashankari,12.916842,77.578172,2026-01-23,03:46:48,High,Closed,69,Male
FIR01139,Drug Offense,Malleshwaram,13.006321,77.566186,2025-08-05,17:10:22,Medium,Open,29,Male
FIR01140,Robbery,Yelahanka,13.10108,77.599588,2025-10-08,20:20:08,High,Under Investigation,58,Female
FIR01141,Theft,Koramangala,12.930329,77.62133,2025-11-04,14:00:49,Low,Open,27,Female
FIR01142,Murder,HSR Layout,12.913173,77.645401,2026-07-22,22:06:35,High,Closed,67,Male
FIR01143,Domestic Violence,Jayanagar,12.929745,77.598486,2025-04-19,02:19:01,Medium,Under Investigation,47,Other
FIR01144,Cyber Crime,Marathahalli,12.958828,77.694174,2025-09-17,23:13:30,Medium,Closed,51,Female
FIR01145,Robbery,Rajajinagar,12.994757,77.554256,2026-07-08,11:18:29,High,Under Investigation,58,Male
FIR01146,Assault,Marathahalli,12.955441,77.701948,2024-10-08,05:52:55,Medium,Under Investigation,41,Other
FIR01147,Drug Offense,Bellandur,12.930321,77.672756,2025-03-15,15:51:21,Medium,Closed,68,Male
FIR01148,Vehicle Theft,Malleshwaram,13.008227,77.573631,2026-02-03,15:30:04,Low,Open,34,Other
FIR01149,Fraud,Marathahalli,12.959129,77.699067,2025-12-27,18:30:40,Medium,Under Investigation,55,Female
FIR01150,Murder,HSR Layout,12.908659,77.647073,2024-08-10,10:30:56,High,Open,42,Other
FIR01151,Domestic Violence,Hebbal,13.040066,77.595896,2026-03-11,19:12:06,Medium,Under Investigation,40,Other
FIR01152,Robbery,Rajajinagar,12.987745,77.552675,2026-03-26,04:48:43,High,Under Investigation,27,Female
FIR01153,Cyber Crime,MG Road,12.97358,77.601542,2025-11-18,00:10:47,Medium,Closed,52,Male
FIR01154,Drug Offense,Jayanagar,12.928957,77.597738,2024-08-31,01:19:15,Medium,Under Investigation,34,Male
FIR01155,Cyber Crime,Banashankari,12.914208,77.574519,2025-11-01,10:48:01,Medium,Closed,43,Male
FIR01156,Cyber Crime,Jayanagar,12.923187,77.592724,2024-11-16,14:18:12,Medium,Under Investigation,47,Other
FIR01157,Assault,Koramangala,12.937456,77.625584,2024-08-27,21:51:03,Medium,Open,40,Male
FIR01158,Fraud,Jayanagar,12.922564,77.593499,2026-03-05,22:31:50,Medium,Under Investigation,25,Male
FIR01159,Kidnapping,MG Road,12.980251,77.604857,2026-06-03,22:07:34,High,Under Investigation,18,Other
FIR01160,Drug Offense,Marathahalli,12.961387,77.701604,2024-12-11,17:38:00,Medium,Closed,38,Male
FIR01161,Assault,Whitefield,12.971373,77.753309,2026-07-03,07:04:45,Medium,Closed,60,Other
FIR01162,Cyber Crime,Whitefield,12.967063,77.749452,2025-10-11,04:50:02,Medium,Closed,56,Other
FIR01163,Kidnapping,Yelahanka,13.099663,77.600592,2025-05-02,08:05:25,High,Closed,28,Other
FIR01164,Assault,Hebbal,13.030873,77.597116,2025-07-06,15:32:48,Medium,Open,20,Other
FIR01165,Assault,Jayanagar,12.928673,77.598092,2025-09-14,17:55:59,Medium,Open,26,Male
FIR01166,Murder,Yelahanka,13.102274,77.598597,2025-05-13,16:10:24,High,Open,41,Male
FIR01167,Vehicle Theft,HSR Layout,12.90996,77.647844,2026-07-06,15:27:38,Low,Closed,43,Other
FIR01168,Vehicle Theft,Hebbal,13.036917,77.599724,2026-03-02,12:24:26,Low,Closed,55,Female
FIR01169,Robbery,Malleshwaram,13.007228,77.56689,2025-01-26,09:50:29,High,Open,37,Male
FIR01170,Assault,Rajajinagar,12.988595,77.549583,2025-07-05,15:17:12,Medium,Under Investigation,39,Female
FIR01171,Vehicle Theft,Yelahanka,13.097277,77.593523,2024-12-05,05:20:15,Low,Closed,20,Male
FIR01172,Fraud,Koramangala,12.932822,77.62144,2024-09-13,14:44:58,Medium,Closed,58,Male
FIR01173,Domestic Violence,HSR Layout,12.915216,77.643222,2024-08-03,06:33:04,Medium,Under Investigation,58,Other
FIR01174,Kidnapping,HSR Layout,12.915799,77.645668,2024-09-12,08:14:55,High,Under Investigation,59,Other
FIR01175,Drug Offense,Bellandur,12.929393,77.671799,2025-11-14,03:19:03,Medium,Closed,38,Other
FIR01176,Drug Offense,Malleshwaram,13.006085,77.568857,2025-04-12,06:19:54,Medium,Closed,29,Female
FIR01177,Vehicle Theft,Electronic City,12.841689,77.672046,2025-04-27,09:15:08,Low,Open,27,Female
FIR01178,Fraud,Jayanagar,12.925635,77.598123,2025-12-30,10:12:59,Medium,Open,19,Female
FIR01179,Cyber Crime,BTM Layout,12.921432,77.611531,2024-10-12,08:28:57,Medium,Under Investigation,62,Female
FIR01180,Cyber Crime,Banashankari,12.919649,77.576084,2024-09-22,02:05:14,Medium,Open,28,Other
FIR01181,Kidnapping,MG Road,12.971091,77.60756,2026-02-08,11:41:32,High,Closed,63,Other
FIR01182,Fraud,Whitefield,12.971463,77.747866,2025-10-18,12:53:18,Medium,Under Investigation,65,Other
FIR01183,Drug Offense,MG Road,12.971229,77.60163,2025-10-10,08:04:07,Medium,Open,59,Female
FIR01184,Robbery,Yelahanka,13.104156,77.594446,2025-01-19,08:39:32,High,Under Investigation,67,Other
FIR01185,Cyber Crime,Whitefield,12.971684,77.747188,2026-03-14,20:38:48,Medium,Open,30,Female
FIR01186,Drug Offense,Jayanagar,12.923164,77.595002,2026-06-02,02:01:30,Medium,Open,25,Male
FIR01187,Domestic Violence,Jayanagar,12.922349,77.594733,2026-04-23,16:48:58,Medium,Under Investigation,62,Female
FIR01188,Murder,Electronic City,12.83612,77.679434,2025-08-10,04:54:58,High,Under Investigation,25,Female
FIR01189,Cyber Crime,Jayanagar,12.923455,77.59441,2024-12-13,23:14:33,Medium,Open,33,Female
FIR01190,Assault,Koramangala,12.936968,77.626348,2024-07-31,07:34:47,Medium,Closed,39,Male
FIR01191,Domestic Violence,Bellandur,12.931609,77.673697,2025-12-25,08:53:21,Medium,Under Investigation,44,Female
FIR01192,Drug Offense,Malleshwaram,13.007746,77.569946,2025-11-24,13:47:26,Medium,Closed,69,Other
FIR01193,Theft,HSR Layout,12.907916,77.643162,2025-12-20,09:44:27,Low,Open,33,Male
FIR01194,Assault,HSR Layout,12.915057,77.64608,2025-09-24,09:06:56,Medium,Closed,65,Male
FIR01195,Domestic Violence,Electronic City,12.84485,77.680459,2026-03-29,12:04:29,Medium,Open,70,Male
FIR01196,Assault,Marathahalli,12.957197,77.7006,2025-07-07,23:02:26,Medium,Open,21,Female
FIR01197,Murder,Indiranagar,12.976783,77.640411,2026-04-28,22:49:18,High,Under Investigation,53,Female
FIR01198,Domestic Violence,BTM Layout,12.913834,77.614173,2026-06-11,05:52:12,Medium,Under Investigation,24,Other
